Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
2,A1 SH,LUKE G U,2616,73.65,0.675,6.3,10.65,3.5,1,0.792
2,A1 SH,LUKE G U,2616.5,92.68,0.567,9.2,13.2,3.3,1,0.774
2,A1 SH,LUKE G U,2617,107.22,0.483,11.3,15.75,3.3,1,0.755
2,A1 SH,LUKE G U,2617.5,132.81,0.436,16.7,19.65,3.4,1,0.736
2,A1 SH,LUKE G U,2618,151.94,0.399,0,29.9,3.6,1,0.717
2,A1 SH,LUKE G U,2618.5,154.37,0.39,3.1,31.45,3.4,1,0.698
2,A1 SH,LUKE G U,2619,153.77,0.39,8.4,34.1,3,1,0.679
2,A1 SH,LUKE G U,2619.5,132.29,0.39,8.2,34.1,2.8,1,0.66
3,A1 SH,LUKE G U,2620,102.28,0.418,0,30,2.6,1,0.642
3,A1 SH,LUKE G U,2620.5,77.82,0.436,17.9,20.15,2.4,1,0.623
3,A1 SH,LUKE G U,2621,67.52,0.446,10.1,12.25,2.5,1,0.604
3,A1 SH,LUKE G U,2621.5,61.32,0.455,7,8.1,2.8,1,0.585
2,A1 SH,LUKE G U,2622,58.69,0.455,7.1,7.95,3,1,0.566
2,A1 SH,LUKE G U,2622.5,54.36,0.465,6.3,8.55,3.3,1,0.547
2,A1 SH,LUKE G U,2623,52.75,0.455,4.8,10.4,3.5,1,0.528
2,A1 SH,LUKE G U,2623.5,51.96,0.465,4.7,11.15,3.4,1,0.509
2,A1 SH,LUKE G U,2624,54.01,0.483,4.5,11.65,3.4,1,0.491
2,A1 SH,LUKE G U,2624.5,54.16,0.493,4.6,12.2,3.4,1,0.472
2,A1 SH,LUKE G U,2625,54.27,0.493,5.1,12.95,3.4,1,0.453
2,A1 SH,LUKE G U,2625.5,55.84,0.483,4.7,13.35,3.6,1,0.434
2,A1 SH,LUKE G U,2626,57.43,0.446,4.8,13.5,3.6,1,0.415
2,A1 SH,LUKE G U,2626.5,58.22,0.362,4.9,13.75,3.5,1,0.396
2,A1 SH,LUKE G U,2627,58.88,0.315,4,14.6,3.3,1,0.377
2,A1 SH,LUKE G U,2627.5,60.6,0.306,4.5,15.25,3.2,1,0.358
2,A1 SH,LUKE G U,2628,62.57,0.296,4.7,15.35,3.1,1,0.34
2,A1 SH,LUKE G U,2628.5,66.19,0.32,5.3,15.35,3.1,1,0.321
2,A1 SH,LUKE G U,2629,78.95,0.347,7.3,14.85,3.1,1,0.302
2,A1 SH,LUKE G U,2629.5,84.77,0.373,8.6,14.3,3.1,1,0.283
2,A1 SH,LUKE G U,2630,80.83,0.398,8.6,13.4,3.1,1,0.264
2,A1 SH,LUKE G U,2630.5,66.48,0.421,6.5,12.35,3.1,1,0.245
2,A1 SH,LUKE G U,2631,63.09,0.441,3.9,11.15,3.1,1,0.226
2,A1 SH,LUKE G U,2631.5,62.7,0.465,3.9,10.95,3.1,1,0.208
2,A1 SH,LUKE G U,2632,63.45,0.465,4.3,11.05,3.1,1,0.189
2,A1 SH,LUKE G U,2632.5,66.94,0.446,5.6,11.8,3.1,1,0.17
2,A1 SH,LUKE G U,2633,77.94,0.436,6.7,13.05,3.2,1,0.151
2,A1 SH,LUKE G U,2633.5,81.4,0.418,8.1,14.15,3.2,1,0.132
3,A1 SH,LUKE G U,2634,80.74,0.399,9.9,15.75,3.2,1,0.113
2,A1 SH,LUKE G U,2634.5,76.45,0.39,10.6,16.5,3.2,1,0.094
2,A1 SH,LUKE G U,2635,74.99,0.38,11,17,3.1,1,0.075
2,A1 SH,LUKE G U,2635.5,75.21,0.38,14.2,19.5,3.1,1,0.057
2,A1 SH,LUKE G U,2636,75.05,0.385,12.6,23.3,3.1,1,0.038
2,A1 SH,LUKE G U,2636.5,62.14,0.413,9.5,24.65,3.1,1,0.019
4,A1 LM,LUKE G U,2648,115.71,0.829,8.2,11.5,3.9,2,0.672
4,A1 LM,LUKE G U,2648.5,145.34,0.81,8.1,11.55,3.7,2,0.657
4,A1 LM,LUKE G U,2649,195.89,0.801,8,11.5,3.7,2,0.642
4,A1 LM,LUKE G U,2649.5,191.22,0.81,8.3,11.25,3.6,2,0.627
4,A1 LM,LUKE G U,2650,177.59,0.82,7,9.7,3.6,2,0.612
4,A1 LM,LUKE G U,2650.5,151.13,0.866,5.6,7.7,3.6,2,0.597
4,A1 LM,LUKE G U,2653.5,85.32,0.829,9.8,11.4,4.6,2,0.507
4,A1 LM,LUKE G U,2654,97.02,0.754,11.9,13.75,4.3,2,0.493
4,A1 LM,LUKE G U,2654.5,94.31,0.717,10.7,14.45,4.1,2,0.478
4,A1 LM,LUKE G U,2655,88.35,0.689,10.2,14.7,3.9,2,0.463
4,A1 LM,LUKE G U,2655.5,87.22,0.66,9.9,14.85,3.8,2,0.448
4,A1 LM,LUKE G U,2656,85.82,0.628,9.6,14.8,3.8,2,0.433
4,A1 LM,LUKE G U,2656.5,85.68,0.614,9.6,14.8,3.7,2,0.418
4,A1 LM,LUKE G U,2657,86.5,0.623,9.4,14.9,3.7,2,0.403
4,A1 LM,LUKE G U,2657.5,88.5,0.623,9.1,15.05,3.6,2,0.388
4,A1 LM,LUKE G U,2658,88.84,0.623,8.7,14.95,3.6,2,0.373
4,A1 LM,LUKE G U,2658.5,83.21,0.633,8.6,14.8,3.4,2,0.358
4,A1 LM,LUKE G U,2659,71.5,0.633,8.7,14.65,3.3,2,0.343
4,A1 LM,LUKE G U,2659.5,67.33,0.661,9.2,14.3,3.4,2,0.328
4,A1 LM,LUKE G U,2660,61.32,0.689,9.5,13.95,3.5,2,0.313
4,A1 LM,LUKE G U,2660.5,55.48,0.764,8.5,13.05,3.6,2,0.299
4,A1 LM,LUKE G U,2662.5,49.41,0.754,3.4,9.3,3.8,2,0.239
4,A1 LM,LUKE G U,2663,66.1,0.689,3.7,10.35,3.8,2,0.224
4,A1 LM,LUKE G U,2663.5,76.15,0.633,4.7,11.75,3.6,2,0.209
4,A1 LM,LUKE G U,2664,92.92,0.595,7.6,14.1,3.3,2,0.194
4,A1 LM,LUKE G U,2664.5,100.69,0.577,7.8,16.3,3.2,2,0.179
4,A1 LM,LUKE G U,2665,101.16,0.605,7.4,18.6,2.5,2,0.164
4,A1 LM,LUKE G U,2665.5,97.59,0.654,4.5,20.95,2.8,2,0.149
4,A1 LM,LUKE G U,2666,87.35,0.711,4.7,20.85,3.1,2,0.134
3,B1 SH,LUKE G U,2670.5,66.93,0.745,-13.4,21.8,3.6,1,1
3,B1 SH,LUKE G U,2671,70.41,0.708,-6.3,21.75,3.2,1,0.974
3,B1 SH,LUKE G U,2671.5,73.06,0.661,-1,20,3.1,1,0.949
3,B1 SH,LUKE G U,2672,75.05,0.623,0.3,20.35,3,1,0.923
3,B1 SH,LUKE G U,2672.5,76.58,0.614,1.1,21.15,2.9,1,0.897
3,B1 SH,LUKE G U,2673,79.26,0.614,1,24.1,2.8,1,0.872
3,B1 SH,LUKE G U,2673.5,80.34,0.614,6.3,23.55,2.7,1,0.846
3,B1 SH,LUKE G U,2674,80.13,0.614,6.8,23.7,2.6,1,0.821
3,B1 SH,LUKE G U,2674.5,76.51,0.623,6.6,23.6,2.6,1,0.795
3,B1 SH,LUKE G U,2675,74.52,0.642,3.3,24.25,2.6,1,0.769
2,B1 SH,LUKE G U,2675.5,73.2,0.67,0.1,23.65,2.6,1,0.744
2,B1 SH,LUKE G U,2676,69.51,0.698,4,17.9,2.7,1,0.718
2,B1 SH,LUKE G U,2676.5,64.97,0.736,4.6,16,2.8,1,0.692
2,B1 SH,LUKE G U,2677,65.21,0.736,6.3,14.85,3,1,0.667
2,B1 SH,LUKE G U,2677.5,65.7,0.736,7.4,13.6,3.1,1,0.641
2,B1 SH,LUKE G U,2678,65.24,0.717,9,11.6,3.3,1,0.615
2,B1 SH,LUKE G U,2678.5,63.2,0.717,9.2,10.7,3.6,1,0.59
2,B1 SH,LUKE G U,2679,61.71,0.676,6.7,11.15,3.7,1,0.564
2,B1 SH,LUKE G U,2679.5,60.3,0.624,4.3,11.05,3.6,1,0.538
2,B1 SH,LUKE G U,2680,58.7,0.565,2.5,11.65,3.5,1,0.513
2,B1 SH,LUKE G U,2680.5,56.18,0.511,0.8,11.7,3.3,1,0.487
2,B1 SH,LUKE G U,2681,55.11,0.483,0.4,11.6,3,1,0.462
2,B1 SH,LUKE G U,2681.5,54.51,0.436,0.5,11.55,3,1,0.436
2,B1 SH,LUKE G U,2682,55.3,0.411,0.8,11.5,2.9,1,0.41
2,B1 SH,LUKE G U,2682.5,55.56,0.39,1.2,11.6,2.9,1,0.385
2,B1 SH,LUKE G U,2683,54.92,0.362,1.1,11.75,2.8,1,0.359
2,B1 SH,LUKE G U,2683.5,54.92,0.352,1,11.9,2.8,1,0.333
2,B1 SH,LUKE G U,2684,55.63,0.362,0.9,11.85,2.9,1,0.308
2,B1 SH,LUKE G U,2684.5,57.6,0.371,1,11.7,2.9,1,0.282
2,B1 SH,LUKE G U,2685,60.83,0.371,1.7,11.45,3,1,0.256
2,B1 SH,LUKE G U,2685.5,62.86,0.38,2.4,11.6,3.1,1,0.231
3,B1 SH,LUKE G U,2686,67.48,0.407,8.6,14.6,3.1,1,0.205
3,B1 SH,LUKE G U,2686.5,74.05,0.436,8.4,14.8,3.2,1,0.179
3,B1 SH,LUKE G U,2687,77.79,0.464,8.2,14.6,3.2,1,0.154
3,B1 SH,LUKE G U,2687.5,76.99,0.49,6.9,13.55,3.3,1,0.128
3,B1 SH,LUKE G U,2688,75.9,0.502,6.7,15.15,3.4,1,0.103
3,B1 SH,LUKE G U,2688.5,74.27,0.521,3.7,18.55,3.5,1,0.077
3,B1 SH,LUKE G U,2689,73.43,0.537,-1,21.9,3.6,1,0.051
3,B1 SH,LUKE G U,2689.5,64.68,0.633,-0.5,20.45,3.3,1,0.026
3,B2 SH,LUKE G U,2701.5,73.93,0.661,2.5,9.95,3.6,1,1
3,B2 SH,LUKE G U,2702,82.15,0.623,5.9,12.95,3.2,1,0.957
2,B2 SH,LUKE G U,2702.5,79.86,0.586,7.5,14.05,3.1,1,0.913
2,B2 SH,LUKE G U,2703,75.71,0.567,6.6,13.5,3.1,1,0.87
2,B2 SH,LUKE G U,2703.5,70.41,0.567,7,11,3.2,1,0.826
2,B2 SH,LUKE G U,2704,59.72,0.595,6.8,9.4,3.4,1,0.783
2,B2 SH,LUKE G U,2704.5,61.47,0.623,5.8,8.4,3.6,1,0.739
2,B2 SH,LUKE G U,2705,65.24,0.623,6.6,8.9,3.9,1,0.696
2,B2 SH,LUKE G U,2705.5,66.26,0.633,6.4,9.1,4.1,1,0.652
2,B2 SH,LUKE G U,2706,68.21,0.623,4.8,9.8,4.2,1,0.609
2,B2 SH,LUKE G U,2706.5,69.24,0.567,3.1,10.65,4,1,0.565
2,B2 SH,LUKE G U,2707,71.23,0.53,2,12.8,3.8,1,0.522
2,B2 SH,LUKE G U,2707.5,76.47,0.502,-9.2,23.9,3.7,1,0.478
3,B2 SH,LUKE G U,2708,83.52,0.493,-5.5,27.15,3.2,1,0.435
3,B2 SH,LUKE G U,2708.5,82.88,0.502,-4.8,27.5,2.6,1,0.348
3,B2 SH,LUKE G U,2709,76.99,0.53,-2.5,25.55,2.6,1,0.304
2,B2 SH,LUKE G U,2709.5,68.71,0.549,-1.9,15.95,2.7,1,0.261
2,B2 SH,LUKE G U,2710,66.49,0.595,2.3,9.95,3,1,0.217
2,B2 SH,LUKE G U,2710.5,66.67,0.614,1.8,10.3,3.4,1,0.174
2,B2 SH,LUKE G U,2711,68.68,0.661,4.7,17.45,3.4,1,0.13
2,B2 SH,LUKE G U,2711.5,67.26,0.689,-3.6,21.4,3.3,1,0.087
3,B3 SH,LUKE G U,2722,40.07,0.595,0.3,8.95,4.9,1,1
3,B3 SH,LUKE G U,2722.5,45.45,0.493,-5.8,11.9,4.4,1,0.971
3,B3 SH,LUKE G U,2723,54.42,0.446,-16,17.8,3.7,1,0.943
3,B3 SH,LUKE G U,2723.5,82.13,0.427,-12.2,23.4,3.3,1,0.914
3,B3 SH,LUKE G U,2724,95.72,0.399,-5.6,27.1,2.9,1,0.886
3,B3 SH,LUKE G U,2724.5,100.54,0.371,-0.6,29.6,2.6,1,0.857
3,B3 SH,LUKE G U,2725,101.09,0.343,-0.2,29.8,2.5,1,0.829
3,B3 SH,LUKE G U,2725.5,97.01,0.306,-0.5,29.55,2.4,1,0.8
3,B3 SH,LUKE G U,2726,89.65,0.268,-3.4,28,2.4,1,0.771
3,B3 SH,LUKE G U,2726.5,87.36,0.25,-1.3,23.45,2.4,1,0.743
3,B3 SH,LUKE G U,2727,84.42,0.231,3,20.9,2.5,1,0.714
3,B3 SH,LUKE G U,2727.5,83.16,0.222,7.3,18.85,2.7,1,0.686
3,B3 SH,LUKE G U,2728,82.81,0.212,7.6,19.5,2.7,1,0.657
3,B3 SH,LUKE G U,2728.5,85.11,0.194,4.3,21.85,2.8,1,0.629
3,B3 SH,LUKE G U,2729,86.75,0.194,4.1,21.85,2.7,1,0.6
3,B3 SH,LUKE G U,2729.5,87.27,0.194,3,21.2,2.6,1,0.571
3,B3 SH,LUKE G U,2730,85.02,0.203,5.4,19.6,2.6,1,0.543
3,B3 SH,LUKE G U,2730.5,79.75,0.226,5.8,19.7,2.6,1,0.514
3,B3 SH,LUKE G U,2731,78.3,0.24,5.5,19.85,2.6,1,0.486
3,B3 SH,LUKE G U,2731.5,81.07,0.269,7.6,18.4,2.6,1,0.457
2,B3 SH,LUKE G U,2732,79.27,0.302,6.4,16.2,2.8,1,0.429
2,B3 SH,LUKE G U,2732.5,73.93,0.334,5.9,14.05,3,1,0.4
2,B3 SH,LUKE G U,2733,65.23,0.371,4.1,11.95,3.3,1,0.371
2,B3 SH,LUKE G U,2733.5,61.78,0.446,3.2,11.2,3.5,1,0.343
2,B3 SH,LUKE G U,2734,62.11,0.493,2.8,11.5,3.5,1,0.314
2,B3 SH,LUKE G U,2734.5,62.58,0.521,2.7,11.95,3.4,1,0.286
2,B3 SH,LUKE G U,2735,64.56,0.53,2.5,12.15,3.3,1,0.257
2,B3 SH,LUKE G U,2735.5,67.07,0.53,2.5,11.85,3.4,1,0.229
2,B3 SH,LUKE G U,2736,68.49,0.521,2.8,11.7,3.3,1,0.2
2,B3 SH,LUKE G U,2736.5,74.44,0.521,3.1,11.55,3.2,1,0.171
3,B3 SH,LUKE G U,2737,78.97,0.521,4.4,11.5,3.3,1,0.143
3,B3 SH,LUKE G U,2737.5,80.06,0.558,5.7,11.65,3.4,1,0.114
2,B4 SH,LUKE G U,2742.5,49.95,0.698,1.6,7.9,3.6,1,1
2,B4 SH,LUKE G U,2743,56.08,0.642,1.6,8.2,3.5,1,0.957
2,B4 SH,LUKE G U,2743.5,58.25,0.62,1.8,8.8,3.4,1,0.913
2,B4 SH,LUKE G U,2744,61.71,0.596,3,9.1,3.4,1,0.87
2,B4 SH,LUKE G U,2744.5,66.63,0.567,4.1,9.45,3.3,1,0.826
3,B4 SH,LUKE G U,2745,71.55,0.558,5.1,9.85,3.3,1,0.783
3,B4 SH,LUKE G U,2745.5,78.54,0.567,6.9,11.35,3.3,1,0.739
3,B4 SH,LUKE G U,2746,82.48,0.549,9.5,13.95,3.2,1,0.696
3,B4 SH,LUKE G U,2746.5,77.48,0.549,8.7,13.65,3.2,1,0.652
2,B4 SH,LUKE G U,2747,74.35,0.539,7.7,12.75,3.1,1,0.609
2,B4 SH,LUKE G U,2747.5,67.76,0.53,6.7,11.95,3.2,1,0.565
2,B4 SH,LUKE G U,2748,62.93,0.53,5.7,11.65,3.3,1,0.522
2,B4 SH,LUKE G U,2748.5,58.85,0.53,2.8,10.7,3.3,1,0.478
2,B4 SH,LUKE G U,2749,57.92,0.521,2.2,11,3.3,1,0.435
2,B4 SH,LUKE G U,2749.5,61.42,0.53,2.2,11.2,3.2,1,0.391
2,B4 SH,LUKE G U,2750,61.98,0.53,2.5,11.45,3.2,1,0.348
2,B4 SH,LUKE G U,2750.5,62.63,0.539,2.8,11.5,3.1,1,0.304
2,B4 SH,LUKE G U,2751,62.94,0.539,3.6,11.2,3.1,1,0.261
2,B4 SH,LUKE G U,2751.5,65.85,0.53,4.4,10.9,3.3,1,0.217
2,B4 SH,LUKE G U,2752,68.59,0.53,4.4,10.9,3.4,1,0.174
3,B4 SH,LUKE G U,2752.5,74.99,0.53,2.7,12.25,3.5,1,0.13
3,B4 SH,LUKE G U,2753,79.04,0.539,3,14.5,3.6,1,0.087
3,B4 SH,LUKE G U,2753.5,79.86,0.558,3.2,17.8,3.4,1,0.043
3,B4 SH,LUKE G U,2754,79.11,0.61,7,17.7,3.2,1,0.01
3,B5 SH,LUKE G U,2757.5,26.23,0.465,1.3,7.95,4.8,1,1
3,B5 SH,LUKE G U,2758,31.45,0.427,-1.1,13.65,4.5,1,0.917
3,B5 SH,LUKE G U,2758.5,39.85,0.371,-0.9,19.55,3.8,1,0.833
3,B5 SH,LUKE G U,2759,55.71,0.362,-0.7,28.15,2.9,1,0.75
3,B5 SH,LUKE G U,2759.5,65.46,0.343,-1.4,26.8,2.6,1,0.667
3,B5 SH,LUKE G U,2760,68.77,0.343,-2.9,24.15,2.7,1,0.583
3,B5 SH,LUKE G U,2760.5,73.83,0.343,1.1,20.65,2.9,1,0.5
3,B5 SH,LUKE G U,2761,76.77,0.409,-1.1,21.85,3.1,1,0.417
3,B5 SH,LUKE G U,2761.5,77.06,0.455,-2.4,22.9,3,1,0.333
3,B5 SH,LUKE G U,2762,75.99,0.493,-3.3,23.45,2.9,1,0.25
3,B5 SH,LUKE G U,2762.5,70.48,0.53,-4.2,23.9,2.8,1,0.167
3,B5 SH,LUKE G U,2763,64.69,0.567,-5.8,24.6,2.7,1,0.083
3,C SH,LUKE G U,2781.5,78.51,0.642,1.5,5.05,4.5,1,1
3,C SH,LUKE G U,2782,80.19,0.614,1.2,9.4,4.2,1,0.982
3,C SH,LUKE G U,2782.5,85.11,0.567,0.2,13,3.9,1,0.965
3,C SH,LUKE G U,2783,86.97,0.549,0.7,16.65,3.4,1,0.947
3,C SH,LUKE G U,2783.5,84.85,0.549,2.9,18.35,3.2,1,0.93
3,C SH,LUKE G U,2784,80.37,0.549,5.2,19.5,3.1,1,0.912
3,C SH,LUKE G U,2784.5,74.4,0.558,8.4,20.7,3,1,0.895
3,C SH,LUKE G U,2785,74.77,0.558,9.2,20.3,3,1,0.877
3,C SH,LUKE G U,2785.5,75.13,0.549,8.6,18.9,3.1,1,0.86
3,C SH,LUKE G U,2786,74.23,0.549,8.9,17.95,3.2,1,0.842
3,C SH,LUKE G U,2786.5,73.64,0.539,10,16.7,3.2,1,0.825
3,C SH,LUKE G U,2787,74.34,0.533,10,16.9,3.3,1,0.807
3,C SH,LUKE G U,2787.5,74.26,0.53,8.9,17.65,3.3,1,0.789
3,C SH,LUKE G U,2788,73.78,0.53,6.7,18.75,3.2,1,0.772
3,C SH,LUKE G U,2788.5,73.38,0.53,5.7,18.45,3.2,1,0.754
3,C SH,LUKE G U,2789,72.69,0.53,5,18.1,3.1,1,0.737
3,C SH,LUKE G U,2789.5,73.82,0.521,5.8,16.3,3.1,1,0.719
3,C SH,LUKE G U,2790,77.1,0.493,7.6,15.5,3.2,1,0.702
3,C SH,LUKE G U,2790.5,78.49,0.483,13,13.3,3.2,1,0.684
3,C SH,LUKE G U,2791,78.59,0.465,14.3,14.25,3.3,1,0.667
3,C SH,LUKE G U,2791.5,78.57,0.455,13.4,14.5,3.3,1,0.649
3,C SH,LUKE G U,2792,76.44,0.436,13.1,14.45,3.4,1,0.632
3,C SH,LUKE G U,2792.5,74.66,0.427,10.5,13.25,3.4,1,0.614
3,C SH,LUKE G U,2793,74.76,0.418,10.1,13.45,3.4,1,0.596
3,C SH,LUKE G U,2793.5,75.86,0.409,9.9,15.35,3.4,1,0.579
3,C SH,LUKE G U,2794,77.96,0.409,7.7,17.05,3.4,1,0.561
3,C SH,LUKE G U,2794.5,78.82,0.418,7.3,20.75,3.3,1,0.544
2,C SH,LUKE G U,2795,79.34,0.446,4.9,22.25,3.2,1,0.526
2,C SH,LUKE G U,2795.5,79.17,0.455,2.8,23.2,3.1,1,0.509
2,C SH,LUKE G U,2796,76.21,0.483,1.3,22.65,3,1,0.491
2,C SH,LUKE G U,2796.5,73.41,0.511,4.1,18.85,3,1,0.474
2,C SH,LUKE G U,2797,70.99,0.53,9.7,15.35,3.1,1,0.456
2,C SH,LUKE G U,2797.5,72.14,0.549,13.9,13.05,3.4,1,0.439
2,C SH,LUKE G U,2798,70.4,0.614,12.3,13.25,3.6,1,0.386
2,C SH,LUKE G U,2798.5,67.2,0.633,11.9,13.05,3.7,1,0.368
2,C SH,LUKE G U,2799,67.15,0.642,11.7,12.65,3.7,1,0.351
2,C SH,LUKE G U,2799.5,66.51,0.651,11.3,12.25,3.7,1,0.333
2,C SH,LUKE G U,2800,66.45,0.651,10.8,11.9,3.7,1,0.316
2,C SH,LUKE G U,2800.5,67.8,0.651,10.5,11.85,3.7,1,0.298
3,C SH,LUKE G U,2801,69.34,0.651,10.1,12.05,3.7,1,0.281
3,C SH,LUKE G U,2801.5,72.24,0.633,10.1,12.25,3.7,1,0.263
3,C SH,LUKE G U,2802,75.96,0.614,8.8,14.7,3.7,1,0.246
3,C SH,LUKE G U,2802.5,79.36,0.586,7.7,18.45,3.7,1,0.228
3,C SH,LUKE G U,2803,81.47,0.567,0.4,24.1,3.5,1,0.211
3,C SH,LUKE G U,2803.5,78.28,0.549,1.9,23.15,3.3,1,0.193
3,C SH,LUKE G U,2804,75.1,0.53,3,20.4,3,1,0.175
3,C SH,LUKE G U,2804.5,75.6,0.511,5.7,18.55,2.9,1,0.158
3,C SH,LUKE G U,2805,77.08,0.521,9.5,16.25,3.1,1,0.14
3,C SH,LUKE G U,2805.5,78.66,0.521,9.8,15.9,3.3,1,0.123
3,C SH,LUKE G U,2806,79.17,0.521,9.5,15.55,3.3,1,0.105
3,C SH,LUKE G U,2806.5,79.34,0.53,8.1,15.35,3.1,1,0.088
3,C SH,LUKE G U,2807,80,0.538,1.6,19,2.7,1,0.07
3,C SH,LUKE G U,2807.5,79.37,0.562,-7,25.6,1.8,1,0.053
3,C SH,LUKE G U,2808,77.67,0.584,0.7,26.45,1,1,0.035
3,C SH,LUKE G U,2808.5,75.52,0.606,3.9,25.05,0.2,1,0.018
5,C LM,LUKE G U,2815.5,29.88,0.941,2.2,5.4,4.5,2,0.809
5,C LM,LUKE G U,2816,34.23,0.932,4.3,5.15,4.3,2,0.794
4,C LM,LUKE G U,2828.5,130,1.063,6.4,8.3,4.3,2,0.426
4,C LM,LUKE G U,2829,165,1.044,0.8,5.2,4.4,2,0.412
4,C LM,LUKE G U,2829.5,120,1.007,1.1,4.95,4.5,2,0.397
4,C LM,LUKE G U,2831.5,165,0.876,5.9,8.45,4.4,2,0.338
4,C LM,LUKE G U,2832,172,0.857,9,10.8,4.4,2,0.324
4,C LM,LUKE G U,2832.5,145,0.857,8.8,11.3,4.3,2,0.309
3,C LM,LUKE G U,2835,44.86,0.913,2.1,3.95,4.8,1,0.235
3,C LM,LUKE G U,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221
3,C LM,LUKE G U,2836,48.45,0.642,-5.6,9,4.5,1,0.206
3,C LM,LUKE G U,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191
3,C LM,LUKE G U,2837,68.54,0.465,-11.8,22.5,3.4,1,0.176
3,C LM,LUKE G U,2837.5,77.15,0.418,-8,25,2.7,1,0.162
3,C LM,LUKE G U,2838,81.46,0.423,-2.4,24.4,2.5,1,0.147
3,C LM,LUKE G U,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132
3,C LM,LUKE G U,2839,83.61,0.567,12.2,29.4,2.4,1,0.118
3,C LM,LUKE G U,2839.5,84.33,0.642,11,28.5,2.4,1,0.103
1,A1 SH,KIMZEY A,2918.5,73.816,0.769,5.226,11.348,,1,1
1,A1 SH,KIMZEY A,2919,75.118,0.627,8.198,13.164,,1,0.978
1,A1 SH,KIMZEY A,2919.5,72.434,0.535,10.867,15.0755,,1,0.956
2,A1 SH,KIMZEY A,2920,66.161,0.568,4.566,16.905,,1,0.933
2,A1 SH,KIMZEY A,2920.5,63.104,0.65,2.083,15.8835,,1,0.911
1,A1 SH,KIMZEY A,2921,61.708,0.732,4.292,12.036,,1,0.889
2,A1 SH,KIMZEY A,2921.5,60.478,0.688,4.236,10.908,,1,0.867
1,A1 SH,KIMZEY A,2922,58.876,0.683,2.449,12.1045,,1,0.844
1,A1 SH,KIMZEY A,2922.5,56.785,0.753,2.311,12.9165,,1,0.822
1,A1 SH,KIMZEY A,2923,54.551,0.759,0.748,13.147,,1,0.8
1,A1 SH,KIMZEY A,2923.5,55.816,0.802,0.101,14.3515,,1,0.778
3,A1 SH,KIMZEY A,2924,59.263,0.759,0.936,16.575,,1,0.756
3,A1 SH,KIMZEY A,2924.5,62.969,0.421,1.513,17.7715,,1,0.733
1,A1 SH,KIMZEY A,2925,65.403,0.33,5.722,23.48,,1,0.711
3,A1 SH,KIMZEY A,2925.5,67.745,0.285,6.988,25.213,,1,0.689
3,A1 SH,KIMZEY A,2926,68.45,0.35,5.392,27.221,,1,0.667
3,A1 SH,KIMZEY A,2926.5,68.727,0.475,5.888,30.11,,1,0.644
2,A1 SH,KIMZEY A,2927,66.604,0.677,11.995,16.2725,,1,0.622
2,A1 SH,KIMZEY A,2927.5,63.92,0.721,7.923,12.4755,,1,0.6
2,A1 SH,KIMZEY A,2928,58.267,0.737,7.923,10.7705,,1,0.578
2,A1 SH,KIMZEY A,2928.5,56.916,0.677,6.987,9.7525,,1,0.556
2,A1 SH,KIMZEY A,2929,56.618,0.65,6.492,9.395,,1,0.533
2,A1 SH,KIMZEY A,2929.5,60.636,0.639,6.602,10.055,,1,0.511
3,A1 SH,KIMZEY A,2930,61.96,0.606,6.602,10.495,,1,0.489
3,A1 SH,KIMZEY A,2930.5,64.962,0.59,6.328,11.293,,1,0.467
3,A1 SH,KIMZEY A,2931,67.517,0.563,7.098,12.118,,1,0.444
3,A1 SH,KIMZEY A,2931.5,68.959,0.552,8.308,12.118,,1,0.422
3,A1 SH,KIMZEY A,2932,66.302,0.552,8.473,11.7055,,1,0.4
3,A1 SH,KIMZEY A,2932.5,61.404,0.59,8.033,10.9355,,1,0.378
2,A1 SH,KIMZEY A,2933,56.906,0.623,6.217,10.4675,,1,0.356
2,A1 SH,KIMZEY A,2933.5,55.656,0.655,5.612,11.045,,1,0.333
2,A1 SH,KIMZEY A,2934,55.94,0.639,6.218,11.678,,1,0.311
2,A1 SH,KIMZEY A,2934.5,58.334,0.617,8.143,13.0815,,1,0.289
2,A1 SH,KIMZEY A,2935,59.547,0.59,9.793,14.0715,,1,0.267
2,A1 SH,KIMZEY A,2935.5,62.762,0.601,9.958,14.154,,1,0.244
2,A1 SH,KIMZEY A,2936,65.695,0.633,9.408,13.549,,1,0.222
2,A1 SH,KIMZEY A,2936.5,70.578,0.633,10.399,11.5135,,1,0.2
2,A1 SH,KIMZEY A,2937,73.069,0.601,10.206,11.499,,1,0.178
3,A1 SH,KIMZEY A,2937.5,74.041,0.623,10.894,12.091,,1,0.156
3,A1 SH,KIMZEY A,2938,74.037,0.732,11.389,12.6135,,1,0.133
3,A1 SH,KIMZEY A,2938.5,72.422,0.737,12.27,13.329,,1,0.111
3,A1 SH,KIMZEY A,2939,71.318,0.532,12.819,15.3095,,1,0.089
3,A1 SH,KIMZEY A,2939.5,68.421,0.432,12.6,16.41,,1,0.067
3,A1 SH,KIMZEY A,2940,66.15,0.443,15.571,18.9405,,1,0.044
3,A1 SH,KIMZEY A,2940.5,60.517,0.525,14.47,20.096,,1,0.022
